,heading,text,bias_rating
4239,Trump agrees to freeze higher tariffs on $200B in Chinese goods — for now,"The leaders of the world's two largest economies, Donald Trump and Xi Jinping, agreed to a temporary truce on trade Saturday at a highly anticipated dinner in Argentina.",left
13694,Biden extends foreclosure moratorium and mortgage forbearance through June,"The Biden administration announced Tuesday that it would extend the foreclosure moratorium and mortgage forbearance through the end of June.
The actions would block home foreclosures and offer delayed mortgage payments until July, as well as offer six months of additional mortgage forbearance for those who enroll on or before June 30.
The actions are an extension of an order that was originally enacted under the Trump administration in March of last year. President Joe Biden — as one of 17 orders he signed on his first day in office...",left
11344,Landmark California Task Force Calls for “Comprehensive Reparations” for Slavery,"California is the first state in the U.S. to establish a reparations task force for Black Americans. On June 1, the Task Force to Study and Develop Reparation Proposals for African Americans issued a 500-page document that traces the history of white supremacy from slavery to Jim Crow through the present. It calls for “comprehensive reparations” for Black people harmed by a historical system of state-sanctioned oppression.
“Segregation, racial terror, harmful racist neglect, and other atrocities in nearly every sector of civil society have inflicted harms, which cascade over a lifetime and...",left
9375,"Senate Confirms Kavanaugh to Supreme Court, Ending a Clash With Lasting Fallout","A deeply divided Senate voted on Saturday to confirm Judge Brett M. Kavanaugh to the Supreme Court, delivering a victory to President Trump and ending a rancorous Washington battle that began as a debate over ideology and jurisprudence and concluded with questions of sexual misconduct.
The vote, 50 to 48, was interrupted repeatedly by protesters, with the Capitol Police dragging screaming demonstrators out of the gallery as the senators sat somberly at their wooden desks in the chamber below. “This is a stain on American history!” one woman cried, as...",left
5612,Kavanaugh Hearing: Christine Blasey Ford’s Testimony Grips Nation as G.O.P. Shrugs It Off,Christine Blasey Ford’s testimony has ended.The Senate Judiciary Committee will reconvene to hear Judge Brett M. Kavanaugh.,left
16240,Boris Johnson's Brexit Plans Hit Turbulence After Conservative Defection,"Boris Johnson's path to his self-imposed Brexit deadline just keeps getting rockier.
On Tuesday, less than two months from the date he set for the U.K.'s divorce from the European Union — with or without a deal on the terms of the breakup — the British prime minister suffered another significant blow to his fraying support in Parliament: Phillip Lee, a fellow Tory, defected from Johnson's Conservative Party in a dramatic scene in the House of Commons.",left
18572,Thousands Across The U.S. And The Globe March For Science In Defiance Of Donald Trump,President Donald Trump clearly doesn’t care much for science. He’s proposed to slash budgets for programs including the Environmental Protection Agency and NASA. He wants to cut $900 million to the Department of Energy’s Office of Science.,left
15854,"David Bowie Dies of Cancer at 69; He Transcended Music, Art and Fashion","David Bowie, the infinitely changeable, fiercely forward-looking songwriter who taught generations of musicians about the power of drama, images and personas, died on Sunday, two days after his 69th birthday.",left
19029,"Vice President Joe Biden apologizes to Turkey, UAE","U.S. Vice President Joe Biden has apologized to the United Arab Emirates and Turkey for comments he made last week that Middle Eastern allies are partly to blame for the strengthening of ISIS.
The latest apology came in phone call from Biden to the Crown Prince of Abu Dhabi, Mohammed bin Zayed Al Nahyan, representatives from both countries said Sunday. The vice president issued an apology to Turkey earlier during the weekend.",left
5171,Five things we learned from the Benghazi hearings,Secretary of State Hillary Clinton on Wednesday took on Republican congressional critics of her department's handling of the deadly September terrorist attack in Libya.,left
